"","updown","sma.10","RSI","fastK","fastD","larry.williams","ad","cci","mom","macd","wma"
"276",-1,56348,52.7705573373438,0.972222222222222,0.505388888888888,0.0277777777777778,10340,104.216118458227,160,-0.45360924119161,56416.3636363636
"277",1,56364,53.6099404059809,1,0.540388888888888,0,10400,117.64705882352,160,-0.381906252163255,56487.6363636364
"279",-1,56484,51.9017524852218,0.918918918918919,0.680614114114114,0.0810810810810811,10340,96.7274833478032,580,-0.278752076926925,56602.1818181818
"280",1,56586,63.1947588604944,1,0.733114114114114,0,10860,193.411714860707,1020,-0.168931054259491,56732.3636363636
"281",1,56714,68.0095366888773,1,0.809114114114114,0,11160,245.51971326164,1280,-0.0388988304487969,56898.5454545455
"282",-1,56774,50.7853326408535,0.533333333333333,0.842447447447447,0.466666666666667,10460,125.227963525831,600,-0.034991881199975,56914.1818181818
"284",1,56986,67.771832658958,1,0.859114114114114,0,11640,233.379455755415,1320,0.137016563248138,57123.6363636364
"285",1,57214,75.7956138619214,1,0.859114114114114,0,12660,284.071761324207,2280,0.409354838236187,57489.8181818182
"286",1,57484,78.164400269474,1,0.861891891891892,0,13060,265.564738292007,2700,0.672232916349103,57887.2727272727
"288",1,58054,80.4126571963115,1,0.861891891891892,0,13440,196.0006105938,3040,1.06438076755038,58604.7272727273
"289",1,58382,81.4195504521177,1,0.87,0,13620,167.475197762335,3280,1.22853292550424,58951.2727272727
"290",-1,58550,60.6385854657063,0.658227848101266,0.835822784810126,0.341772151898734,12540,91.1672087140569,1680,1.1947604715987,59041.8181818182
"291",1,58702,62.034280136178,0.70253164556962,0.806075949367088,0.29746835443038,12860,75.6756756756756,1520,1.17360654364373,59127.2727272727
"292",1,59008,69.2930786330507,0.968354430379747,0.84957805907173,0.0316455696202532,14360,90.68727918643,3060,1.25765820922896,59337.8181818182
"293",1,59428,76.1649156524249,1,0.932911392405063,0,15500,149.263484629836,4200,1.46260377637664,59700
"294",-1,59630,62.5267730088684,0.528301886792453,0.885741581084308,0.471698113207547,14500,110.747293372062,2020,1.47008786266905,59804
"295",1,59786,66.2833336886494,0.792452830188679,0.864986864103176,0.207547169811321,15060,111.560226354082,1560,1.53399598012547,59973.0909090909
"296",-1,59598,41.3067373519,0,0.764986864103176,1,12020,-0.960479109579778,-1880,1.15717197965579,59561.0909090909
"297",1,59658,56.2499263228862,0.71264367816092,0.736251231919268,0.28735632183908,14500,76.8123181804825,600,1.18314573260536,59634.1818181818
"299",-1,59682,56.1077029996954,0.706896551724138,0.678205254907774,0.293103448275862,14480,65.1761517615176,20,1.17819285028575,59750.9090909091
"300",-1,59780,55.177622395056,0.672413793103448,0.679623849407992,0.327586206896552,14360,51.6227958088418,980,1.13949156864852,59783.2727272727
"302",1,59968,61.9298854929286,0.971264367816092,0.67690305790501,0.028735632183908,15460,94.1358701211402,1040,1.18847072421604,59986.1818181818
"303",1,59964,62.294001950053,1,0.67690305790501,0,15520,127.101879327398,-40,1.25459161972823,60166.5454545455
"304",-1,60014,57.6010051392383,0.866279069767442,0.710700776202509,0.133720930232558,15060,45.8100991325878,500,1.23036922456699,60264
"307",-1,60306,51.7841828138111,0.127272727272727,0.717728123253384,0.872727272727273,14100,51.625896453482,0,1.04654865615619,60386.1818181818
"308",1,60406,60.6212000134791,1,0.746463755437292,0,15400,79.7516714422134,1000,1.0804004671976,60512.3636363636
"309",1,60556,64.1277020430318,1,0.775774100264878,0,15880,159.759144193195,1500,1.15766341665122,60707.6363636364
"310",1,60720,64.2749774993256,1,0.808532720954533,0,15980,163.644214162345,1640,1.20702515103142,60879.2727272727
"311",1,60934,67.9320976621232,1,0.841291341644189,0,16480,261.904761904757,2140,1.29709831134688,61112
"314",1,61338,71.1707378806363,1,0.857536997885835,0,16880,64.5528597705175,1900,1.43621737132908,61707.2727272727
"315",1,61588,75.3242154692552,1,0.870909090909091,0,17480,70.9463185821185,2500,1.54167694627321,62009.4545454545
"316",-1,61836,74.9244199065567,0.993333333333333,0.912060606060606,0.00666666666666667,17460,70.2881704701453,2480,1.60304192799234,62262.5454545455
"319",1,62484,75.105669182697,1,0.997017543859649,0,17480,62.564597257631,1520,1.6215005557257,62745.8181818182
"320",-1,62534,53.5871123381142,0,0.897017543859649,1,16480,43.3816624292812,500,1.46355808075394,62657.8181818182
"322",1,62634,65.7144717368213,1,0.797017543859649,0,17880,48.7643719899633,1000,1.32638804984728,62645.4545454545
"323",-1,62732,65.3351028381358,0.98,0.795017543859649,0.02,17860,43.8621928822019,980,1.31088456370791,62708.3636363636
"325",-1,62736,55.1208830581193,0.46,0.739017543859649,0.54,17340,37.1061711635272,-540,1.18089743082246,62693.4545454545
"326",-1,62546,37.7284369627087,0,0.639684210526316,1,15960,18.1460101100002,-1900,0.910467840058504,62392.3636363636
"327",1,62478,52.4624106267262,0.635416666666667,0.604225877192983,0.364583333333333,17220,30.6647603416718,-680,0.844539823604396,62347.6363636364
"328",-1,62380,49.276807971906,0.479166666666667,0.553458333333334,0.520833333333333,16740,28.8640753191319,-980,0.74480034878821,62260.7272727273
"329",1,62298,51.2502505371688,0.572916666666667,0.51075,0.427083333333333,17920,27.5585344509816,-820,0.681272150148171,62224.3636363636
"330",1,62398,59.2710856268765,1,0.61075,0,18740,43.2548745305251,1000,0.728802544413343,62352
"331",1,62668,70.4649019363157,1,0.71075,0,20460,64.4600524316215,2700,0.974314766139717,62770.5454545455
"332",1,62846,70.8833250586379,1,0.71075,0,21240,238.663857020208,1780,1.16403594809917,63154.5454545455
"333",1,63028,70.9974579509427,1,0.71275,0,21260,220.905349794234,1820,1.30054131659927,63509.8181818182
"334",-1,62954,45.5845569954742,0.311827956989247,0.645932795698925,0.688172043010753,18700,-38.6758439855814,-740,1.06888309602826,63366.5454545455
"335",-1,62862,41.1134883589513,0.123655913978495,0.612298387096775,0.876344086021505,18000,-76.1922857685747,-920,0.786384299513232,63109.4545454545
"336",1,62954,45.0488755205985,0.141104294478528,0.626408816544627,0.858895705521472,18460,-62.6306785782188,920,0.614263390826997,62952.7272727273
"337",-1,62922,44.9039031024448,0.134969325153374,0.576364082393298,0.865030674846626,18440,-46.7561731292864,-320,0.469777361178636,62775.6363636364
"338",-1,62826,38.4432442709977,0,0.528447415726631,1,17500,-97.6394198677121,-960,0.231077410044689,62433.4545454545
"339",-1,62508,28.5412019412786,0,0.471155749059965,1,15460,-235.474137314628,-3180,-0.221432833121182,61737.8181818182
"341",-1,61528,28.103131175833,0,0.271155749059965,1,14960,-187.375702550803,-5800,-0.862875616869052,60516.7272727273
"342",-1,60936,27.9127203399838,0,0.171155749059965,1,14920,-167.773199023205,-5920,-1.08478958022786,60031.6363636364
"343",1,60346,28.4513569166594,0.0118343195266272,0.0723391810126273,0.988165680473373,14980,-134.581841549622,-5900,-1.24258420259065,59661.4545454545
"344",-1,59972,26.2703337197104,0,0.0411563853137026,1,14180,-120.265580202207,-3740,-1.4062348376946,59325.8181818182
"345",1,59698,30.6974915904449,0.0857142857142857,0.0373622224872817,0.914285714285714,14480,-102.74965838423,-2740,-1.47994081930706,59112.7272727273
"347",1,59090,35.480372561021,0.236220472440945,0.0419975974233584,0.763779527559055,15080,-2.21749010933471,-2880,-1.49754164214398,58898.9090909091
"348",-1,58886,34.5960645620225,0.833333333333333,0.125330930756692,0.166666666666667,14880,2.45411865130087,-2040,-1.47528286304732,58882.5454545455
"349",1,58934,42.2699614186144,1,0.225330930756692,0,15360,9.34261354934161,480,-1.37706595740641,58990.5454545455
"350",1,58984,42.5818557469456,1,0.325330930756692,0,15380,15.7004830917868,500,-1.28178481078215,59093.4545454545
"351",-1,59042,42.3277652281943,0.98,0.423330930756692,0.02,15300,19.4215929832398,580,-1.19523175650873,59183.6363636364
"354",-1,59258,41.9841113005258,0.942857142857143,0.712433213089744,0.0571428571428571,15280,30.8090660181771,960,-0.968355801170062,59385.8181818182
"355",-1,59238,30.2500565713482,0,0.703861784518315,1,14400,23.3861644056134,-200,-1.01860829842284,59266.1818181818
"356",1,59258,39.0531168550622,0.444444444444444,0.739685539307587,0.555555555555556,14820,25.5359163103682,200,-0.99297416730697,59222.9090909091
"357",1,59296,47.8318870472825,0.977777777777778,0.81384126984127,0.0222222222222222,15700,33.8893067291948,380,-0.897161645626932,59263.2727272727
"358",-1,59336,46.5891668294705,0.888888888888889,0.819396825396826,0.111111111111111,15620,36.1276506378683,400,-0.822602540198825,59282.1818181818
"359",-1,59276,39.2283396233615,0.311111111111111,0.750507936507937,0.688888888888889,15100,33.4925680595261,-600,-0.824702607628491,59199.2727272727
"360",-1,59168,33.9552979537004,0,0.650507936507937,1,14640,25.7647522312366,-1080,-0.879049182631686,59043.6363636364
"361",-1,59060,33.7362256755907,0,0.552507936507937,1,14620,23.5344344531308,-1080,-0.914643030276607,58904
"362",1,58972,38.16869541299,0.185185185185185,0.473026455026455,0.814814814814815,14820,29.5630772880247,-880,-0.905335928140893,58820.3636363636
"363",-1,58874,36.8010991820305,0.0925925925925926,0.384285714285715,0.907407407407407,14320,28.6058362550198,-980,-0.901388846839724,58734.5454545455
"365",-1,58738,32.4895748344348,0,0.29925925925926,1,13540,25.5745667554379,-400,-0.908496862559127,58561.4545454545
"366",-1,58636,29.6583405018146,0,0.254814814814815,1,13320,-173.60850531583,-1020,-0.94419957006624,58423.6363636364
"367",1,58502,34.2858316471704,0.112676056338028,0.16830464267084,0.887323943661972,13480,-131.97969543148,-1340,-0.939911351982869,58333.4545454545
"368",1,58456,51.8745823334161,1,0.179415753781951,0,14440,-44.2409103524909,-460,-0.817060296207861,58413.0909090909
"370",-1,58470,43.8967327411995,0.541666666666667,0.302471309337507,0.458333333333333,14000,29.7812102424423,80,-0.680444018739812,58508
"371",1,58518,51.1115583186631,0.9375,0.396221309337507,0.0625,14380,34.7919151696693,480,-0.596734837070578,58582.5454545455
"372",1,58556,52.8832451113828,1,0.477702790818988,0,14840,36.7255220535649,380,-0.510759124224913,58666.5454545455
"373",-1,58556,44.3176721023096,0.52,0.520443531559729,0.48,14360,31.5691736304546,0,-0.50275899171679,58656.3636363636
"374",1,58566,46.3299438368289,0.62,0.57318427230047,0.38,14460,34.6395115924816,100,-0.477203924893532,58664.3636363636
"376",1,58708,54.4575175267319,1,0.73518427230047,0,15460,37.4095122437166,1020,-0.372319231130858,58742.1818181818
"378",-1,58750,44.1417141789559,0,0.723916666666667,1,14960,36.2946637787993,-440,-0.318156011416415,58741.8181818182
"381",1,58670,44.7163260245813,0.04,0.48,0.96,14980,37.1531538378712,-360,-0.319715947760668,58625.0909090909
"382",-1,58622,44.2109963941982,0,0.38,1,14940,36.5724241704283,-480,-0.314447293563003,58594.1818181818
"383",-1,58602,39.2789615286532,0,0.328,1,14740,34.8571863233559,-200,-0.333977860293,58535.6363636364
"384",1,58612,51.3415740451382,0.571428571428571,0.323142857142857,0.428571428571429,15440,36.2834859274329,100,-0.291039571098295,58553.4545454545
"386",1,58642,62.7586038545943,1,0.318285714285715,0,16640,39.0313390313389,200,-0.154236193117119,58674.5454545455
"387",-1,58602,47.8033930444903,0.333333333333333,0.251619047619048,0.666666666666667,16040,35.0892181898152,-400,-0.155821280023016,58666.9090909091
"390",-1,58598,40.3324705724923,0,0.318285714285715,1,15300,32.6038784481415,-240,-0.195924528653646,58598.5454545455
"391",1,58580,42.6747050243384,0.0851063829787234,0.322796352583587,0.914893617021277,15540,30.9561903392235,-180,-0.216391304234642,58551.6363636364
"392",1,58588,49.3077456777959,0.340425531914894,0.356838905775076,0.659574468085106,15780,35.5041645312016,80,-0.197290166983666,58551.6363636364
"393",1,58618,49.8450941579842,0.361702127659574,0.393009118541034,0.638297872340426,16260,33.04318634151,300,-0.177352341610804,58553.8181818182
"394",1,58698,67.2192394664293,1,0.435866261398177,0,17160,46.1600206060823,800,-0.0372874948751378,58714.1818181818
"395",1,58792,69.0710567311062,1,0.478723404255319,0,17500,266.488148368524,940,0.0916398857869982,58885.4545454545
"396",-1,58822,64.991675199713,0.898550724637681,0.468578476719088,0.101449275362319,17360,183.389342294759,300,0.172427939313069,59014.1818181818
"397",-1,58846,49.636014207904,0.420289855072464,0.477274128893001,0.579710144927536,16700,50.6706408345684,240,0.144361866359,59017.4545454545
"398",1,58886,52.6494983238605,0.536231884057971,0.497563983965464,0.463768115942029,16860,110.000374405623,400,0.142386959213248,59045.4545454545
"399",1,58996,63.3186458779263,1,0.564230650632131,0,17560,166.314034750265,1100,0.233858940067599,59193.4545454545
"400",1,59216,71.1583302648605,1,0.664230650632131,0,18320,223.731604404645,2200,0.405085508141978,59459.6363636364
"401",-1,59382,62.2158860445228,0.75531914893617,0.731251927227876,0.24468085106383,17860,162.135943735251,1660,0.472248215227555,59602.1818181818
"403",1,59720,68.2186121290246,1,0.83630797847473,0,18420,158.529267361296,1960,0.625048838225806,59902.9090909091
"404",-1,59770,57.9833278064445,0.674418604651163,0.803749838939846,0.325581395348837,17780,108.852802514403,500,0.625563385192041,59953.8181818182
"405",1,59858,63.6156159622608,0.976744186046512,0.801424257544497,0.0232558139534884,18300,139.293812763196,880,0.688173193243213,60090.1818181818
"406",1,60008,68.0133357123767,1,0.811569185080729,0,18780,154.927919976461,1500,0.792989280337308,60297.8181818182
"407",1,60324,75.0062750690544,1,0.869540199573483,0,19780,181.584134518683,3160,0.998063571286845,60660
"408",1,60664,77.219713626582,1,0.915917011167686,0,21180,162.864851606571,3400,1.19870426934765,61037.4545454545
"409",1,60950,78.0823885817487,1,0.915917011167686,0,21340,180.664652567973,2860,1.36168615812156,61382.1818181818
"410",1,61280,83.339938131942,1,0.915917011167686,0,22540,193.134227982756,3300,1.62884330900861,61893.0909090909
"411",1,61712,85.1829048512463,1,0.940385096274069,0,24260,181.519410248027,4320,1.88922268152236,62445.8181818182
"412",-1,62090,76.1565692310586,0.875,0.952616279069768,0.125,23720,141.422271408686,3780,1.99925201622551,62821.8181818182
"413",-1,62256,56.8276670592324,0.513888888888889,0.904005167958657,0.486111111111111,22160,67.7088569417893,1660,1.86096094584165,62845.4545454545
"414",1,62486,57.4431166829012,0.468421052631579,0.883405412756698,0.531578947368421,22400,58.3366976180844,2300,1.74162419227737,62853.4545454545
"415",1,62734,62.6233876029551,0.602409638554217,0.845971958007469,0.397590361445783,23100,79.8248233303461,2480,1.71800669705195,62946.9090909091
"417",-1,62984,56.5528885413091,0.133333333333333,0.702408739616664,0.866666666666667,22600,55.9984513313252,500,1.56589802695115,62916.3636363636
"422",-1,62502,48.5781529901788,0,0.272857457565382,1,21620,-17.9921265735662,-1780,1.02970883207312,62460.3636363636
"424",1,62550,61.8583825210415,1,0.274626463413336,0,23320,-2.18147393550667,700,0.921877559265827,62463.6363636364
"425",-1,62548,61.5053956018509,0.98,0.312385499557914,0.02,23300,60.0331674958483,-20,0.923204387278864,62541.8181818182
"426",1,62548,61.7479295238647,1,0.369282051282052,0,23320,54.5846817691424,0,0.91610813293308,62624
"427",-1,62558,54.1643591034221,0.6,0.415948717948719,0.4,22920,-20.8351469777483,100,0.848986743411873,62633.4545454545
"428",1,62596,58.1609413879407,0.88,0.490615384615385,0.12,26380,-151.71782998914,380,0.822407404607528,62692
"429",1,62636,58.4484837143539,0.9,0.567282051282052,0.1,26660,19.263264616418,400,0.794691422726701,62747.2727272727
"430",-1,62672,57.5692627560802,0.86,0.639948717948719,0.14,26620,22.6573082132673,360,0.758771186047569,62788
"431",-1,62704,56.622864117936,0.82,0.704000000000001,0.18,26580,26.2288090414712,320,0.716855165427055,62814.9090909091
"432",-1,62766,51.884298659591,0.62,0.766000000000001,0.38,26300,34.7658136166057,620,0.650376100916428,62799.6363636364
"434",-1,62788,51.3537294767072,0,0.671000000000001,1,26280,-1.87793427231009,-400,0.535000727671786,62731.6363636364
"435",-1,62730,46.1141355183059,0,0.573000000000001,1,26080,-34.4664778092669,-580,0.459650455223648,62661.0909090909
"436",-1,62552,27.6321194482483,0,0.473000000000001,1,24900,-282.400060454948,-1780,0.244759392482097,62386.5454545455
"437",1,62422,29.7529635674052,0.0476190476190476,0.417761904761905,0.952380952380952,24980,-159.392547217983,-1300,0.0834694312567441,62158.9090909091
"438",-1,62254,28.5892833064274,0,0.329761904761905,1,23800,-131.79571663922,-1680,-0.0569628755344054,61936.7272727273
"440",1,61930,32.5004007630266,0.0740740740740741,0.161169312169313,0.925925925925926,23920,17.8695999151719,-1540,-0.235328460785511,61606.1818181818
"441",1,61848,49.8086014237815,0.563380281690141,0.135507340338327,0.436619718309859,24600,30.3959516747931,-820,-0.19888493600807,61618.9090909091
"442",-1,61698,36.3909756160162,0,0.0735073403383269,1,23340,23.1446161241008,-1500,-0.281589741476052,61486.5454545455
"443",1,61626,49.7281933894313,0.527027027027027,0.12121004304103,0.472972972972973,24420,23.5438861393056,-720,-0.242557280922773,61523.2727272727
"444",1,61574,52.2930525912748,0.75,0.19621004304103,0.25,25640,26.4436532992988,-520,-0.185984614720924,61605.8181818182
"446",-1,61484,34.7716383079724,0,0.29621004304103,1,24200,27.8715160604922,-580,-0.287479573730098,61533.8181818182
"447",1,61562,52.4675473935929,1,0.391448138279125,0,25780,33.2525783487243,780,-0.214159243664236,61642.1818181818
"448",-1,61542,42.7930501658542,0.25,0.416448138279125,0.75,24700,27.2834687958751,-200,-0.293887662739178,61540
"450",-1,61394,35.5912186324106,0,0.434040730871717,1,23740,25.0644389832593,-1280,-0.520458491656639,61172
"451",1,61204,36.3352754282568,0.0294117647058824,0.380643879173292,0.970588235294118,23800,25.7040154621483,-1900,-0.638425588442026,60936.7272727273
"452",1,61172,44.6273067367778,0.372549019607843,0.417898781134076,0.627450980392157,24500,29.1666666666664,-320,-0.632581556854384,60863.2727272727
"454",-1,60854,37.6993811009082,0,0.327450980392158,1,23700,32.8086093210647,-2080,-0.709334671431272,60602.5454545455
"455",1,60746,48.7495250893091,0.480769230769231,0.275527903469081,0.519230769230769,24900,35.8976007543853,-1080,-0.639849901453327,60629.0909090909
"456",-1,60674,40.1944648324367,0,0.275527903469081,1,23820,32.1754674138846,-720,-0.719688083706149,60478.9090909091
"457",-1,60428,38.129246839202,0,0.175527903469081,1,23520,31.3683188376777,-2460,-0.813865911532508,60287.2727272727
"458",1,60328,42.3016196284361,0.27536231884058,0.178064135353139,0.72463768115942,23900,33.8128595907409,-1000,-0.828738208426127,60209.4545454545
"459",1,60230,42.528269701745,0.289855072463768,0.182049642599515,0.710144927536232,23920,29.9689131866279,-980,-0.828477080863921,60153.4545454545
"460",1,60234,43.2710759248182,0.333333333333333,0.215382975932849,0.666666666666667,23980,30.9523152110886,40,-0.811033779231163,60126.1818181818
"461",1,60274,48.4528822658552,0.63768115942029,0.27620991540429,0.36231884057971,24400,34.6044806868007,400,-0.732721410080373,60174.5454545455
"462",-1,60118,37.1435136276655,0,0.238955013443505,1,23140,28.7951658650881,-1560,-0.829591916178862,59986.5454545455
"463",1,60036,45.4519058499605,0.420454545454545,0.243745566028175,0.579545454545455,23900,30.5738941225921,-820,-0.798394944411762,59961.4545454545
"464",-1,59958,39.4946706197822,0,0.243745566028175,1,23140,27.8684813584758,-780,-0.865747089895319,59813.0909090909
"465",-1,59770,38.7521100172049,0,0.195668642951252,1,22760,17.6972506057089,-1880,-0.922338598658068,59660.7272727273
"466",1,59728,43.2566405860773,0.27536231884058,0.22320487483531,0.72463768115942,23140,22.1796067254287,-420,-0.905872245714867,59611.6363636364
"467",1,59928,61.0251954526577,1,0.32320487483531,0,25260,51.6115781288966,2000,-0.600771289173285,59955.6363636364
"469",1,60286,63.4261781467597,1,0.466683135704875,0,27720,52.7923902015632,1960,-0.112267298428603,60606.9090909091
"470",-1,60474,63.1859022203809,0.993006993006993,0.532650501672241,0.00699300699300699,27700,58.9027460624157,1880,0.0763154612632766,60911.2727272727
"471",-1,60536,53.6936099486445,0.699300699300699,0.538812455660282,0.300699300699301,26860,54.1488699251877,620,0.112708941212536,61028.7272727273
"472",1,60806,60.1818132140182,0.986013986013986,0.637413854261681,0.013986013986014,27680,63.0043043700298,2700,0.247237565193714,61284
"473",-1,61000,59.9541585942578,0.979020979020979,0.693270497618324,0.020979020979021,27640,134.781048097626,1940,0.346878475670498,61486.5454545455
"474",-1,61256,58.2406244881758,0.93006993006993,0.786277490625317,0.0699300699300699,27500,95.2856627542347,2560,0.40250579719836,61628.3636363636
"475",-1,61468,51.8852575264574,0.701612903225806,0.856438780947898,0.298387096774194,26960,69.6376269093837,2120,0.371061077351387,61625.4545454545
"476",-1,61518,40.5854633429157,0,0.82890254906384,1,25720,-11.8253936185999,500,0.180412565462351,61358.5454545455
"477",-1,61346,39.8086094093574,0,0.72890254906384,1,25600,-52.1293418397973,-1720,0.0155576610252339,61064.3636363636
"478",1,61274,50.3649784832701,0.480769230769231,0.676979472140763,0.519230769230769,26700,-5.39356143603756,-720,0.0170928727791786,60983.2727272727
"479",-1,61164,50.1694513527772,0.475728155339806,0.624552287674744,0.524271844660194,26680,3.77139541630234,-1100,0.015480214424346,60911.6363636364
"480",1,61098,54.308412997865,0.686274509803922,0.593879039354437,0.313725490196078,27540,32.4786324786301,-660,0.0690443562839205,60936.3636363636
"481",-1,61086,50.9497440830159,0.53921568627451,0.577870538051818,0.46078431372549,27240,4.35533528572263,-120,0.0709280778822485,60918.5454545455
"482",1,61084,59.4870040551078,1,0.579269139450419,0,28160,77.4762236140089,-20,0.191853356061156,61070.1818181818
"483",-1,61002,50.7408266398986,0.594059405940594,0.54077298214238,0.405940594059406,27320,49.1045069868118,-820,0.177193800727204,61073.0909090909
"484",1,61022,58.0885843373556,1,0.547765989135387,0,28200,103.584502192743,200,0.278467740317212,61250.9090909091
"486",-1,61126,42.9786631194121,0.192307692307692,0.596835468043576,0.807692307692308,26520,-53.5170413343024,300,0.191097021529285,61280.3636363636
"487",-1,61156,42.251779929516,0,0.596835468043576,1,26420,-127.728944991519,300,0.0476721346704734,61112
